office,district,candidate,party,reporting_level,jurisdiction,votes
State House of Representatives,91,John Amos,Democratic,county,Appanoose,469
State House of Representatives,91,Richard D. Arnold,Republican,county,Appanoose,827
State House of Representatives,91,Scattering,,county,Appanoose,1
State House of Representatives,91,Totals,,county,Appanoose,1297
State House of Representatives,91,John Amos,Democratic,county,Clarke,1381
State House of Representatives,91,Richard D. Arnold,Republican,county,Clarke,2678
State House of Representatives,91,Scattering,,county,Clarke,2
State House of Representatives,91,Totals,,county,Clarke,4061
State House of Representatives,91,John Amos,Democratic,county,Lucas,1288
State House of Representatives,91,Richard D. Arnold,Republican,county,Lucas,2832
State House of Representatives,91,Scattering,,county,Lucas,2
State House of Representatives,91,Totals,,county,Lucas,4122
State House of Representatives,91,John Amos,Democratic,county,Wayne,881
State House of Representatives,91,Richard D. Arnold,Republican,county,Wayne,1892
State House of Representatives,91,Scattering,,county,Wayne,0
State House of Representatives,91,Totals,,county,Wayne,2773
State House of Representatives,91,John Amos,Democratic,racewide,Totals,4019
State House of Representatives,91,Richard D. Arnold,Republican,racewide,Totals,8229
State House of Representatives,91,Scattering,,racewide,Totals,5
State House of Representatives,91,Totals,,racewide,Totals,12253
State House of Representatives,92,Keith A. Kreiman,Democratic,county,Appanoose,2493
State House of Representatives,92,Scattering,,county,Appanoose,7
State House of Representatives,92,Totals,,county,Appanoose,2500
State House of Representatives,92,Keith A. Kreiman,Democratic,county,Davis,3152
State House of Representatives,92,Scattering,,county,Davis,33
State House of Representatives,92,Totals,,county,Davis,3185
State House of Representatives,92,Keith A. Kreiman,Democratic,county,Monroe,2729
State House of Representatives,92,Scattering,,county,Monroe,10
State House of Representatives,92,Totals,,county,Monroe,2739
State House of Representatives,92,Keith A. Kreiman,Democratic,county,Van Buren,196
State House of Representatives,92,Scattering,,county,Van Buren,2
State House of Representatives,92,Totals,,county,Van Buren,198
State House of Representatives,92,Keith A. Kreiman,Democratic,racewide,Totals,8570
State House of Representatives,92,Scattering,,racewide,Totals,52
State House of Representatives,92,Totals,,racewide,Totals,8622
State House of Representatives,93,Mark Tremmel,Democratic,county,Wapello,6756
State House of Representatives,93,Galen M. Davis,Republican,county,Wapello,4829
State House of Representatives,93,Scattering,,county,Wapello,20
State House of Representatives,93,Totals,,county,Wapello,11605
State House of Representatives,93,Mark Tremmel,Democratic,racewide,Totals,6756
State House of Representatives,93,Galen M. Davis,Republican,racewide,Totals,4829
State House of Representatives,93,Scattering,,racewide,Totals,20
State House of Representatives,93,Totals,,racewide,Totals,11605
State House of Representatives,94,Rebecca Reynolds,Democratic,county,Jefferson,4412
State House of Representatives,94,Nick A. Adam,Republican,county,Jefferson,2835
State House of Representatives,94,Scattering,,county,Jefferson,44
State House of Representatives,94,Totals,,county,Jefferson,7291
State House of Representatives,94,Rebecca Reynolds,Democratic,county,Van Buren,1798
State House of Representatives,94,Nick A. Adam,Republican,county,Van Buren,1461
State House of Representatives,94,Scattering,,county,Van Buren,6
State House of Representatives,94,Totals,,county,Van Buren,3265
State House of Representatives,94,Rebecca Reynolds,Democratic,county,Wapello,1055
State House of Representatives,94,Nick A. Adam,Republican,county,Wapello,860
State House of Representatives,94,Scattering,,county,Wapello,6
State House of Representatives,94,Totals,,county,Wapello,1921
State House of Representatives,94,Rebecca Reynolds,Democratic,racewide,Totals,7265
State House of Representatives,94,Nick A. Adam,Republican,racewide,Totals,5156
State House of Representatives,94,Scattering,,racewide,Totals,56
State House of Representatives,94,Totals,,racewide,Totals,12477
State House of Representatives,95,James L. Van Engelenhove,Republican,county,Mahaska,5238
State House of Representatives,95,Scattering,,county,Mahaska,22
State House of Representatives,95,Totals,,county,Mahaska,5260
State House of Representatives,95,James L. Van Engelenhove,Republican,county,Marion,4559
State House of Representatives,95,Scattering,,county,Marion,17
State House of Representatives,95,Totals,,county,Marion,4576
State House of Representatives,95,James L. Van Engelenhove,Republican,racewide,Totals,9797
State House of Representatives,95,Scattering,,racewide,Totals,39
State House of Representatives,95,Totals,,racewide,Totals,9836
State House of Representatives,96,Rose Jaynes,Democratic,county,Keokuk,1619
State House of Representatives,96,Betty R. DeBoef,Republican,county,Keokuk,3005
State House of Representatives,96,Gary R. Greiner,Nominated by Petition,county,Keokuk,36
State House of Representatives,96,Scattering,,county,Keokuk,2
State House of Representatives,96,Totals,,county,Keokuk,4662
State House of Representatives,96,Rose Jaynes,Democratic,county,Mahaska,461
State House of Representatives,96,Betty R. DeBoef,Republican,county,Mahaska,1170
State House of Representatives,96,Gary R. Greiner,Nominated by Petition,county,Mahaska,63
State House of Representatives,96,Scattering,,county,Mahaska,0
State House of Representatives,96,Totals,,county,Mahaska,1694
State House of Representatives,96,Rose Jaynes,Democratic,county,Wapello,574
State House of Representatives,96,Betty R. DeBoef,Republican,county,Wapello,670
State House of Representatives,96,Gary R. Greiner,Nominated by Petition,county,Wapello,100
State House of Representatives,96,Scattering,,county,Wapello,1
State House of Representatives,96,Totals,,county,Wapello,1345
State House of Representatives,96,Rose Jaynes,Democratic,county,Washington,1552
State House of Representatives,96,Betty R. DeBoef,Republican,county,Washington,2249
State House of Representatives,96,Gary R. Greiner,Nominated by Petition,county,Washington,162
State House of Representatives,96,Scattering,,county,Washington,0
State House of Representatives,96,Totals,,county,Washington,3963
State House of Representatives,96,Rose Jaynes,Democratic,racewide,Totals,4206
State House of Representatives,96,Betty R. DeBoef,Republican,racewide,Totals,7094
State House of Representatives,96,Gary R. Greiner,Nominated by Petition,racewide,Totals,361
State House of Representatives,96,Scattering,,racewide,Totals,3
State House of Representatives,96,Totals,,racewide,Totals,11664
State House of Representatives,97,David E. Heaton,Republican,county,Des Moines,283
State House of Representatives,97,Scattering,,county,Des Moines,1
State House of Representatives,97,Totals,,county,Des Moines,284
State House of Representatives,97,David E. Heaton,Republican,county,Henry,6044
State House of Representatives,97,Scattering,,county,Henry,65
State House of Representatives,97,Totals,,county,Henry,6109
State House of Representatives,97,David E. Heaton,Republican,county,Washington,3976
State House of Representatives,97,Scattering,,county,Washington,26
State House of Representatives,97,Totals,,county,Washington,4002
State House of Representatives,97,David E. Heaton,Republican,racewide,Totals,10303
State House of Representatives,97,Scattering,,racewide,Totals,92
State House of Representatives,97,Totals,,racewide,Totals,10395
State House of Representatives,98,Philip Wise,Democratic,county,Henry,769
State House of Representatives,98,David E. Paris,Republican,county,Henry,500
State House of Representatives,98,Hughie Tweedy,Libertarian Party of Iowa,county,Henry,88
State House of Representatives,98,Scattering,,county,Henry,1
State House of Representatives,98,Totals,,county,Henry,1358
State House of Representatives,98,Philip Wise,Democratic,county,Lee,6030
State House of Representatives,98,David E. Paris,Republican,county,Lee,2789
State House of Representatives,98,Hughie Tweedy,Libertarian Party of Iowa,county,Lee,2010
State House of Representatives,98,Scattering,,county,Lee,4
State House of Representatives,98,Totals,,county,Lee,10833
State House of Representatives,98,Philip Wise,Democratic,racewide,Totals,6799
State House of Representatives,98,David E. Paris,Republican,racewide,Totals,3289
State House of Representatives,98,Hughie Tweedy,Libertarian Party of Iowa,racewide,Totals,2098
State House of Representatives,98,Scattering,,racewide,Totals,5
State House of Representatives,98,Totals,,racewide,Totals,12191
State House of Representatives,99,Rick Larkin,Democratic,county,Des Moines,4698
State House of Representatives,99,Scattering,,county,Des Moines,30
State House of Representatives,99,Totals,,county,Des Moines,4728
State House of Representatives,99,Rick Larkin,Democratic,county,Lee,4449
State House of Representatives,99,Scattering,,county,Lee,52
State House of Representatives,99,Totals,,county,Lee,4501
State House of Representatives,99,Rick Larkin,Democratic,racewide,Totals,9147
State House of Representatives,99,Scattering,,racewide,Totals,82
State House of Representatives,99,Totals,,racewide,Totals,9229
State House of Representatives,100,Dennis M. Cohoon,Democratic,county,Des Moines,7673
State House of Representatives,100,Matthew Murray,Republican,county,Des Moines,4145
State House of Representatives,100,Scattering,,county,Des Moines,5
State House of Representatives,100,Totals,,county,Des Moines,11823
State House of Representatives,100,Dennis M. Cohoon,Democratic,racewide,Totals,7673
State House of Representatives,100,Matthew Murray,Republican,racewide,Totals,4145
State House of Representatives,100,Scattering,,racewide,Totals,5
State House of Representatives,100,Totals,,racewide,Totals,11823
