office,district,candidate,party,reporting_level,jurisdiction,votes,vacancy
Secretary of Agriculture,,OVER VOTES,,county,Sioux,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Sioux,0,False
Secretary of Agriculture,,SCATTERING,,county,Sioux,1,False
Secretary of Agriculture,,TOTAL,,county,Sioux,11741,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Story,14679,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Story,14324,False
Secretary of Agriculture,,OVER VOTES,,county,Story,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Story,0,False
Secretary of Agriculture,,SCATTERING,,county,Story,16,False
Secretary of Agriculture,,TOTAL,,county,Story,29019,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Tama,3264,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Tama,3361,False
Secretary of Agriculture,,OVER VOTES,,county,Tama,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Tama,173,False
Secretary of Agriculture,,SCATTERING,,county,Tama,3,False
Secretary of Agriculture,,TOTAL,,county,Tama,6801,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Taylor,940,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Taylor,1380,False
Secretary of Agriculture,,OVER VOTES,,county,Taylor,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Taylor,0,False
Secretary of Agriculture,,SCATTERING,,county,Taylor,1,False
Secretary of Agriculture,,TOTAL,,county,Taylor,2321,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Union,1630,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Union,2283,False
Secretary of Agriculture,,OVER VOTES,,county,Union,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Union,0,False
Secretary of Agriculture,,SCATTERING,,county,Union,1,False
Secretary of Agriculture,,TOTAL,,county,Union,3914,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Van Buren,1119,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Van Buren,1453,False
Secretary of Agriculture,,OVER VOTES,,county,Van Buren,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Van Buren,165,False
Secretary of Agriculture,,SCATTERING,,county,Van Buren,5,False
Secretary of Agriculture,,TOTAL,,county,Van Buren,2742,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Wapello,6514,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Wapello,4553,False
Secretary of Agriculture,,OVER VOTES,,county,Wapello,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Wapello,0,False
Secretary of Agriculture,,SCATTERING,,county,Wapello,11,False
Secretary of Agriculture,,TOTAL,,county,Wapello,11078,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Warren,7623,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Warren,9385,False
Secretary of Agriculture,,OVER VOTES,,county,Warren,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Warren,626,False
Secretary of Agriculture,,SCATTERING,,county,Warren,7,False
Secretary of Agriculture,,TOTAL,,county,Warren,17641,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Washington,2998,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Washington,4213,False
Secretary of Agriculture,,OVER VOTES,,county,Washington,1,False
Secretary of Agriculture,,UNDER VOTES,,county,Washington,0,False
Secretary of Agriculture,,SCATTERING,,county,Washington,1,False
Secretary of Agriculture,,TOTAL,,county,Washington,7213,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Wayne,799,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Wayne,1313,False
Secretary of Agriculture,,OVER VOTES,,county,Wayne,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Wayne,0,False
Secretary of Agriculture,,SCATTERING,,county,Wayne,0,False
Secretary of Agriculture,,TOTAL,,county,Wayne,2112,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Webster,6199,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Webster,6648,False
Secretary of Agriculture,,OVER VOTES,,county,Webster,2,False
Secretary of Agriculture,,UNDER VOTES,,county,Webster,463,False
Secretary of Agriculture,,SCATTERING,,county,Webster,6,False
Secretary of Agriculture,,TOTAL,,county,Webster,13318,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Winnebago,1665,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Winnebago,2280,False
Secretary of Agriculture,,OVER VOTES,,county,Winnebago,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Winnebago,230,False
Secretary of Agriculture,,SCATTERING,,county,Winnebago,0,False
Secretary of Agriculture,,TOTAL,,county,Winnebago,4175,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Winneshiek,3583,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Winneshiek,3391,False
Secretary of Agriculture,,OVER VOTES,,county,Winneshiek,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Winneshiek,0,False
Secretary of Agriculture,,SCATTERING,,county,Winneshiek,2,False
Secretary of Agriculture,,TOTAL,,county,Winneshiek,6976,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Woodbury,13252,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Woodbury,14467,False
Secretary of Agriculture,,OVER VOTES,,county,Woodbury,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Woodbury,0,False
Secretary of Agriculture,,SCATTERING,,county,Woodbury,22,False
Secretary of Agriculture,,TOTAL,,county,Woodbury,27741,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Worth,1399,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Worth,1623,False
Secretary of Agriculture,,OVER VOTES,,county,Worth,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Worth,185,False
Secretary of Agriculture,,SCATTERING,,county,Worth,0,False
Secretary of Agriculture,,TOTAL,,county,Worth,3207,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Wright,1834,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Wright,2868,False
Secretary of Agriculture,,OVER VOTES,,county,Wright,0,False
Secretary of Agriculture,,UNDER VOTES,,county,Wright,0,False
Secretary of Agriculture,,SCATTERING,,county,Wright,0,False
Secretary of Agriculture,,TOTAL,,county,Wright,4702,False
Secretary of Agriculture,,DENISE O'BRIEN,Democrat,county,Total,495873,False
Secretary of Agriculture,,BILL NORTHEY,Republican,county,Total,523539,False
Secretary of Agriculture,,OVER VOTES,,county,Total,77,False
Secretary of Agriculture,,UNDER VOTES,,county,Total,22209,False
Secretary of Agriculture,,SCATTERING,,county,Total,608,False
Secretary of Agriculture,,TOTAL,,county,Total,1042306,False
Attorney General,,TOM MILLER,Democrat,county,Adair,2298,False
Attorney General,,OVER VOTES,,county,Adair,0,False
Attorney General,,UNDER VOTES,,county,Adair,797,False
Attorney General,,SCATTERING,,county,Adair,7,False
Attorney General,,TOTAL,,county,Adair,3102,False
Attorney General,,TOM MILLER,Democrat,county,Adams,1318,False
Attorney General,,OVER VOTES,,county,Adams,0,False
Attorney General,,UNDER VOTES,,county,Adams,0,False
Attorney General,,SCATTERING,,county,Adams,3,False
Attorney General,,TOTAL,,county,Adams,1321,False
Attorney General,,TOM MILLER,Democrat,county,Allamakee,3372,False
Attorney General,,OVER VOTES,,county,Allamakee,1,False
Attorney General,,UNDER VOTES,,county,Allamakee,0,False
Attorney General,,SCATTERING,,county,Allamakee,8,False
Attorney General,,TOTAL,,county,Allamakee,3381,False
Attorney General,,TOM MILLER,Democrat,county,Appanoose,3230,False
Attorney General,,OVER VOTES,,county,Appanoose,0,False
Attorney General,,UNDER VOTES,,county,Appanoose,0,False
Attorney General,,SCATTERING,,county,Appanoose,4,False
Attorney General,,TOTAL,,county,Appanoose,3234,False
Attorney General,,TOM MILLER,Democrat,county,Audubon,1699,False
Attorney General,,OVER VOTES,,county,Audubon,0,False
Attorney General,,UNDER VOTES,,county,Audubon,0,False
Attorney General,,SCATTERING,,county,Audubon,5,False
Attorney General,,TOTAL,,county,Audubon,1704,False
Attorney General,,TOM MILLER,Democrat,county,Benton,7113,False
Attorney General,,OVER VOTES,,county,Benton,0,False
Attorney General,,UNDER VOTES,,county,Benton,2691,False
Attorney General,,SCATTERING,,county,Benton,41,False
Attorney General,,TOTAL,,county,Benton,9845,False
Attorney General,,TOM MILLER,Democrat,county,Black Hawk,32519,False
Attorney General,,OVER VOTES,,county,Black Hawk,1,False
Attorney General,,UNDER VOTES,,county,Black Hawk,0,False
Attorney General,,SCATTERING,,county,Black Hawk,189,False
Attorney General,,TOTAL,,county,Black Hawk,32709,False
Attorney General,,TOM MILLER,Democrat,county,Boone,7344,False
Attorney General,,OVER VOTES,,county,Boone,0,False
Attorney General,,UNDER VOTES,,county,Boone,0,False
Attorney General,,SCATTERING,,county,Boone,37,False
Attorney General,,TOTAL,,county,Boone,7381,False
Attorney General,,TOM MILLER,Democrat,county,Bremer,6685,False
Attorney General,,OVER VOTES,,county,Bremer,0,False
Attorney General,,UNDER VOTES,,county,Bremer,2947,False
Attorney General,,SCATTERING,,county,Bremer,43,False
Attorney General,,TOTAL,,county,Bremer,9675,False
Attorney General,,TOM MILLER,Democrat,county,Buchanan,6161,False
Attorney General,,OVER VOTES,,county,Buchanan,0,False
Attorney General,,UNDER VOTES,,county,Buchanan,1897,False
Attorney General,,SCATTERING,,county,Buchanan,22,False
Attorney General,,TOTAL,,county,Buchanan,8080,False
Attorney General,,TOM MILLER,Democrat,county,Buena Vista,4390,False
Attorney General,,OVER VOTES,,county,Buena Vista,0,False
Attorney General,,UNDER VOTES,,county,Buena Vista,2017,False
Attorney General,,SCATTERING,,county,Buena Vista,29,False
Attorney General,,TOTAL,,county,Buena Vista,6436,False
Attorney General,,TOM MILLER,Democrat,county,Butler,3880,False
Attorney General,,OVER VOTES,,county,Butler,0,False
Attorney General,,UNDER VOTES,,county,Butler,1875,False
Attorney General,,SCATTERING,,county,Butler,32,False
Attorney General,,TOTAL,,county,Butler,5787,False
Attorney General,,TOM MILLER,Democrat,county,Calhoun,3008,False
Attorney General,,OVER VOTES,,county,Calhoun,0,False
Attorney General,,UNDER VOTES,,county,Calhoun,1021,False
Attorney General,,SCATTERING,,county,Calhoun,18,False
Attorney General,,TOTAL,,county,Calhoun,4047,False
Attorney General,,TOM MILLER,Democrat,county,Carrol,5131,False
Attorney General,,OVER VOTES,,county,Carrol,0,False
Attorney General,,UNDER VOTES,,county,Carrol,0,False
Attorney General,,SCATTERING,,county,Carrol,31,False
Attorney General,,TOTAL,,county,Carrol,5162,False
Attorney General,,TOM MILLER,Democrat,county,Cass,3233,False
Attorney General,,OVER VOTES,,county,Cass,0,False
Attorney General,,UNDER VOTES,,county,Cass,1844,False
Attorney General,,SCATTERING,,county,Cass,20,False
Attorney General,,TOTAL,,county,Cass,5097,False
Attorney General,,TOM MILLER,Democrat,county,Cedar,4885,False
Attorney General,,OVER VOTES,,county,Cedar,0,False
Attorney General,,UNDER VOTES,,county,Cedar,0,False
Attorney General,,SCATTERING,,county,Cedar,33,False
Attorney General,,TOTAL,,county,Cedar,4918,False
Attorney General,,TOM MILLER,Democrat,county,Cerro Gordo,13262,False
Attorney General,,OVER VOTES,,county,Cerro Gordo,3,False
Attorney General,,UNDER VOTES,,county,Cerro Gordo,3953,False
Attorney General,,SCATTERING,,county,Cerro Gordo,80,False
Attorney General,,TOTAL,,county,Cerro Gordo,17298,False
Attorney General,,TOM MILLER,Democrat,county,Cherokee,3180,False
Attorney General,,OVER VOTES,,county,Cherokee,0,False
Attorney General,,UNDER VOTES,,county,Cherokee,0,False
Attorney General,,SCATTERING,,county,Cherokee,12,False
Attorney General,,TOTAL,,county,Cherokee,3192,False
Attorney General,,TOM MILLER,Democrat,county,Chickasaw,3989,False
Attorney General,,OVER VOTES,,county,Chickasaw,0,False
Attorney General,,UNDER VOTES,,county,Chickasaw,929,False
Attorney General,,SCATTERING,,county,Chickasaw,0,False
Attorney General,,TOTAL,,county,Chickasaw,4918,False
Attorney General,,TOM MILLER,Democrat,county,Clarke,2697,False
Attorney General,,OVER VOTES,,county,Clarke,0,False
Attorney General,,UNDER VOTES,,county,Clarke,718,False
Attorney General,,SCATTERING,,county,Clarke,18,False
Attorney General,,TOTAL,,county,Clarke,3433,False
Attorney General,,TOM MILLER,Democrat,county,Clay,4119,False
Attorney General,,OVER VOTES,,county,Clay,0,False
Attorney General,,UNDER VOTES,,county,Clay,1961,False
Attorney General,,SCATTERING,,county,Clay,22,False
Attorney General,,TOTAL,,county,Clay,6102,False
Attorney General,,TOM MILLER,Democrat,county,Clayton,5159,False
Attorney General,,OVER VOTES,,county,Clayton,0,False
Attorney General,,UNDER VOTES,,county,Clayton,0,False
Attorney General,,SCATTERING,,county,Clayton,14,False
Attorney General,,TOTAL,,county,Clayton,5173,False
Attorney General,,TOM MILLER,Democrat,county,Clinton,12286,False
Attorney General,,OVER VOTES,,county,Clinton,1,False
Attorney General,,UNDER VOTES,,county,Clinton,4616,False
Attorney General,,SCATTERING,,county,Clinton,52,False
Attorney General,,TOTAL,,county,Clinton,16955,False
Attorney General,,TOM MILLER,Democrat,county,Crawford,3302,False
Attorney General,,OVER VOTES,,county,Crawford,0,False
Attorney General,,UNDER VOTES,,county,Crawford,1514,False
Attorney General,,SCATTERING,,county,Crawford,3,False
Attorney General,,TOTAL,,county,Crawford,4819,False
Attorney General,,TOM MILLER,Democrat,county,Dallas,13388,False
Attorney General,,OVER VOTES,,county,Dallas,0,False
Attorney General,,UNDER VOTES,,county,Dallas,6185,False
Attorney General,,SCATTERING,,county,Dallas,237,False
Attorney General,,TOTAL,,county,Dallas,19810,False
Attorney General,,TOM MILLER,Democrat,county,Davis,2194,False
Attorney General,,OVER VOTES,,county,Davis,0,False
Attorney General,,UNDER VOTES,,county,Davis,0,False
Attorney General,,SCATTERING,,county,Davis,12,False
Attorney General,,TOTAL,,county,Davis,2206,False
Attorney General,,TOM MILLER,Democrat,county,Decatur,2304,False
Attorney General,,OVER VOTES,,county,Decatur,0,False
Attorney General,,UNDER VOTES,,county,Decatur,0,False
Attorney General,,SCATTERING,,county,Decatur,8,False
Attorney General,,TOTAL,,county,Decatur,2312,False
Attorney General,,TOM MILLER,Democrat,county,Delaware,4822,False
Attorney General,,OVER VOTES,,county,Delaware,0,False
Attorney General,,UNDER VOTES,,county,Delaware,0,False
Attorney General,,SCATTERING,,county,Delaware,29,False
Attorney General,,TOTAL,,county,Delaware,4851,False
Attorney General,,TOM MILLER,Democrat,county,Des Moines,10612,False
Attorney General,,OVER VOTES,,county,Des Moines,0,False
Attorney General,,UNDER VOTES,,county,Des Moines,0,False
Attorney General,,SCATTERING,,county,Des Moines,55,False
Attorney General,,TOTAL,,county,Des Moines,10667,False
Attorney General,,TOM MILLER,Democrat,county,Dickinson,4695,False
Attorney General,,OVER VOTES,,county,Dickinson,0,False
Attorney General,,UNDER VOTES,,county,Dickinson,2230,False
Attorney General,,SCATTERING,,county,Dickinson,25,False
Attorney General,,TOTAL,,county,Dickinson,6950,False
Attorney General,,TOM MILLER,Democrat,county,Dubuque,24778,False
Attorney General,,OVER VOTES,,county,Dubuque,0,False
Attorney General,,UNDER VOTES,,county,Dubuque,9178,False
Attorney General,,SCATTERING,,county,Dubuque,102,False
Attorney General,,TOTAL,,county,Dubuque,34058,False
Attorney General,,TOM MILLER,Democrat,county,Emmet,2268,False
Attorney General,,OVER VOTES,,county,Emmet,1,False
Attorney General,,UNDER VOTES,,county,Emmet,872,False
Attorney General,,SCATTERING,,county,Emmet,6,False
Attorney General,,TOTAL,,county,Emmet,3147,False
Attorney General,,TOM MILLER,Democrat,county,Fayette,5845,False
Attorney General,,OVER VOTES,,county,Fayette,0,False
Attorney General,,UNDER VOTES,,county,Fayette,0,False
Attorney General,,SCATTERING,,county,Fayette,15,False
Attorney General,,TOTAL,,county,Fayette,5860,False
Attorney General,,TOM MILLER,Democrat,county,Floyd,4867,False
Attorney General,,OVER VOTES,,county,Floyd,0,False
Attorney General,,UNDER VOTES,,county,Floyd,1343,False
Attorney General,,SCATTERING,,county,Floyd,25,False
Attorney General,,TOTAL,,county,Floyd,6235,False
Attorney General,,TOM MILLER,Democrat,county,Franklin,2587,False
Attorney General,,OVER VOTES,,county,Franklin,0,False
Attorney General,,UNDER VOTES,,county,Franklin,0,False
Attorney General,,SCATTERING,,county,Franklin,7,False
Attorney General,,TOTAL,,county,Franklin,2594,False
Attorney General,,TOM MILLER,Democrat,county,Fremont,1850,False
Attorney General,,OVER VOTES,,county,Fremont,0,False
Attorney General,,UNDER VOTES,,county,Fremont,0,False
Attorney General,,SCATTERING,,county,Fremont,8,False
Attorney General,,TOTAL,,county,Fremont,1858,False
Attorney General,,TOM MILLER,Democrat,county,Greene,2640,False
Attorney General,,OVER VOTES,,county,Greene,0,False
Attorney General,,UNDER VOTES,,county,Greene,1000,False
Attorney General,,SCATTERING,,county,Greene,10,False
Attorney General,,TOTAL,,county,Greene,3650,False
Attorney General,,TOM MILLER,Democrat,county,Grundy,2927,False
Attorney General,,OVER VOTES,,county,Grundy,0,False
Attorney General,,UNDER VOTES,,county,Grundy,2016,False
Attorney General,,SCATTERING,,county,Grundy,22,False
Attorney General,,TOTAL,,county,Grundy,4965,False
Attorney General,,TOM MILLER,Democrat,county,Guthrie,3012,False
Attorney General,,OVER VOTES,,county,Guthrie,0,False
Attorney General,,UNDER VOTES,,county,Guthrie,0,False
Attorney General,,SCATTERING,,county,Guthrie,16,False
Attorney General,,TOTAL,,county,Guthrie,3028,False
Attorney General,,TOM MILLER,Democrat,county,Hamilton,4652,False
Attorney General,,OVER VOTES,,county,Hamilton,0,False
Attorney General,,UNDER VOTES,,county,Hamilton,2156,False
Attorney General,,SCATTERING,,county,Hamilton,23,False
Attorney General,,TOTAL,,county,Hamilton,6831,False
Attorney General,,TOM MILLER,Democrat,county,Hancock,2965,False
Attorney General,,OVER VOTES,,county,Hancock,0,False
Attorney General,,UNDER VOTES,,county,Hancock,1301,False
Attorney General,,SCATTERING,,county,Hancock,15,False
Attorney General,,TOTAL,,county,Hancock,4281,False
Attorney General,,TOM MILLER,Democrat,county,Hardin,5011,False
Attorney General,,OVER VOTES,,county,Hardin,0,False
Attorney General,,UNDER VOTES,,county,Hardin,1840,False
Attorney General,,SCATTERING,,county,Hardin,23,False
Attorney General,,TOTAL,,county,Hardin,6874,False
Attorney General,,TOM MILLER,Democrat,county,Harrison,3478,False
Attorney General,,OVER VOTES,,county,Harrison,0,False
Attorney General,,UNDER VOTES,,county,Harrison,1583,False
Attorney General,,SCATTERING,,county,Harrison,24,False
Attorney General,,TOTAL,,county,Harrison,5085,False
Attorney General,,TOM MILLER,Democrat,county,Henry,4428,False
Attorney General,,OVER VOTES,,county,Henry,0,False
Attorney General,,UNDER VOTES,,county,Henry,2110,False
Attorney General,,SCATTERING,,county,Henry,25,False
Attorney General,,TOTAL,,county,Henry,6563,False
Attorney General,,TOM MILLER,Democrat,county,Howard,2695,False
Attorney General,,OVER VOTES,,county,Howard,0,False
Attorney General,,UNDER VOTES,,county,Howard,702,False
Attorney General,,SCATTERING,,county,Howard,7,False
Attorney General,,TOTAL,,county,Howard,3404,False
Attorney General,,TOM MILLER,Democrat,county,Humboldt,2798,False
Attorney General,,OVER VOTES,,county,Humboldt,0,False
Attorney General,,UNDER VOTES,,county,Humboldt,980,False
Attorney General,,SCATTERING,,county,Humboldt,15,False
Attorney General,,TOTAL,,county,Humboldt,3793,False
Attorney General,,TOM MILLER,Democrat,county,Ida,1562,False
Attorney General,,OVER VOTES,,county,Ida,2,False
Attorney General,,UNDER VOTES,,county,Ida,903,False
Attorney General,,SCATTERING,,county,Ida,8,False
Attorney General,,TOTAL,,county,Ida,2475,False
Attorney General,,TOM MILLER,Democrat,county,Iowa,4415,False
Attorney General,,OVER VOTES,,county,Iowa,0,False
Attorney General,,UNDER VOTES,,county,Iowa,1910,False
Attorney General,,SCATTERING,,county,Iowa,25,False
Attorney General,,TOTAL,,county,Iowa,6350,False
Attorney General,,TOM MILLER,Democrat,county,Jackson,5304,False
Attorney General,,OVER VOTES,,county,Jackson,0,False
Attorney General,,UNDER VOTES,,county,Jackson,0,False
Attorney General,,SCATTERING,,county,Jackson,12,False
Attorney General,,TOTAL,,county,Jackson,5316,False
Attorney General,,TOM MILLER,Democrat,county,Jasper,11173,False
Attorney General,,OVER VOTES,,county,Jasper,0,False
Attorney General,,UNDER VOTES,,county,Jasper,0,False
Attorney General,,SCATTERING,,county,Jasper,86,False
Attorney General,,TOTAL,,county,Jasper,11259,False
Attorney General,,TOM MILLER,Democrat,county,Jefferson,4262,False
Attorney General,,OVER VOTES,,county,Jefferson,0,False
Attorney General,,UNDER VOTES,,county,Jefferson,1674,False
Attorney General,,SCATTERING,,county,Jefferson,41,False
Attorney General,,TOTAL,,county,Jefferson,5977,False
Attorney General,,TOM MILLER,Democrat,county,Johnson,34219,False
Attorney General,,OVER VOTES,,county,Johnson,3,False
Attorney General,,UNDER VOTES,,county,Johnson,9739,False
Attorney General,,SCATTERING,,county,Johnson,331,False
Attorney General,,TOTAL,,county,Johnson,44292,False
Attorney General,,TOM MILLER,Democrat,county,Jones,5536,False
Attorney General,,OVER VOTES,,county,Jones,2,False
Attorney General,,UNDER VOTES,,county,Jones,1854,False
Attorney General,,SCATTERING,,county,Jones,43,False
Attorney General,,TOTAL,,county,Jones,7435,False
Attorney General,,TOM MILLER,Democrat,county,Keokuk,2516,False
Attorney General,,OVER VOTES,,county,Keokuk,0,False
Attorney General,,UNDER VOTES,,county,Keokuk,1400,False
Attorney General,,SCATTERING,,county,Keokuk,6,False
Attorney General,,TOTAL,,county,Keokuk,3922,False
Attorney General,,TOM MILLER,Democrat,county,Kossuth,4955,False
Attorney General,,OVER VOTES,,county,Kossuth,1,False
Attorney General,,UNDER VOTES,,county,Kossuth,1312,False
Attorney General,,SCATTERING,,county,Kossuth,28,False
Attorney General,,TOTAL,,county,Kossuth,6296,False
Attorney General,,TOM MILLER,Democrat,county,Lee,9192,False
Attorney General,,OVER VOTES,,county,Lee,1,False
Attorney General,,UNDER VOTES,,county,Lee,2782,False
Attorney General,,SCATTERING,,county,Lee,63,False
Attorney General,,TOTAL,,county,Lee,12038,False
Attorney General,,TOM MILLER,Democrat,county,Linn,56893,False
Attorney General,,OVER VOTES,,county,Linn,0,False
Attorney General,,UNDER VOTES,,county,Linn,0,False
Attorney General,,SCATTERING,,county,Linn,400,False
Attorney General,,TOTAL,,county,Linn,57293,False
Attorney General,,TOM MILLER,Democrat,county,Louisa,2410,False
Attorney General,,OVER VOTES,,county,Louisa,0,False
Attorney General,,UNDER VOTES,,county,Louisa,0,False
Attorney General,,SCATTERING,,county,Louisa,22,False
Attorney General,,TOTAL,,county,Louisa,2432,False
Attorney General,,TOM MILLER,Democrat,county,Lucas,2411,False
Attorney General,,OVER VOTES,,county,Lucas,0,False
Attorney General,,UNDER VOTES,,county,Lucas,0,False
Attorney General,,SCATTERING,,county,Lucas,8,False
Attorney General,,TOTAL,,county,Lucas,2419,False
Attorney General,,TOM MILLER,Democrat,county,Lyon,1681,False
Attorney General,,OVER VOTES,,county,Lyon,0,False
Attorney General,,UNDER VOTES,,county,Lyon,0,False
Attorney General,,SCATTERING,,county,Lyon,8,False
Attorney General,,TOTAL,,county,Lyon,1689,False
Attorney General,,TOM MILLER,Democrat,county,Madison,4291,False
Attorney General,,OVER VOTES,,county,Madison,0,False
Attorney General,,UNDER VOTES,,county,Madison,0,False
Attorney General,,SCATTERING,,county,Madison,48,False
Attorney General,,TOTAL,,county,Madison,4339,False
Attorney General,,TOM MILLER,Democrat,county,Mahaska,4845,False
Attorney General,,OVER VOTES,,county,Mahaska,0,False
Attorney General,,UNDER VOTES,,county,Mahaska,0,False
Attorney General,,SCATTERING,,county,Mahaska,19,False
Attorney General,,TOTAL,,county,Mahaska,4864,False
Attorney General,,TOM MILLER,Democrat,county,Marion,7817,False
Attorney General,,OVER VOTES,,county,Marion,0,False
Attorney General,,UNDER VOTES,,county,Marion,4476,False
Attorney General,,SCATTERING,,county,Marion,25,False
Attorney General,,TOTAL,,county,Marion,12318,False
Attorney General,,TOM MILLER,Democrat,county,Marshall,9955,False
Attorney General,,OVER VOTES,,county,Marshall,4,False
Attorney General,,UNDER VOTES,,county,Marshall,3756,False
Attorney General,,SCATTERING,,county,Marshall,81,False
Attorney General,,TOTAL,,county,Marshall,13796,False
Attorney General,,TOM MILLER,Democrat,county,Mills,2376,False
Attorney General,,OVER VOTES,,county,Mills,0,False
Attorney General,,UNDER VOTES,,county,Mills,1612,False
Attorney General,,SCATTERING,,county,Mills,30,False
Attorney General,,TOTAL,,county,Mills,4018,False
Attorney General,,TOM MILLER,Democrat,county,Mitchell,3005,False
Attorney General,,OVER VOTES,,county,Mitchell,0,False
Attorney General,,UNDER VOTES,,county,Mitchell,1055,False
Attorney General,,SCATTERING,,county,Mitchell,4,False
Attorney General,,TOTAL,,county,Mitchell,4064,False
Attorney General,,TOM MILLER,Democrat,county,Monona,2343,False
Attorney General,,OVER VOTES,,county,Monona,0,False
Attorney General,,UNDER VOTES,,county,Monona,843,False
Attorney General,,SCATTERING,,county,Monona,11,False
Attorney General,,TOTAL,,county,Monona,3197,False
Attorney General,,TOM MILLER,Democrat,county,Monroe,2032,False
Attorney General,,OVER VOTES,,county,Monroe,0,False
Attorney General,,UNDER VOTES,,county,Monroe,683,False
Attorney General,,SCATTERING,,county,Monroe,1,False
Attorney General,,TOTAL,,county,Monroe,2716,False
Attorney General,,TOM MILLER,Democrat,county,Montgomery,2003,False
Attorney General,,OVER VOTES,,county,Montgomery,0,False
Attorney General,,UNDER VOTES,,county,Montgomery,0,False
Attorney General,,SCATTERING,,county,Montgomery,20,False
Attorney General,,TOTAL,,county,Montgomery,2023,False
Attorney General,,TOM MILLER,Democrat,county,Muscatine,8592,False
Attorney General,,OVER VOTES,,county,Muscatine,1,False
Attorney General,,UNDER VOTES,,county,Muscatine,3767,False
Attorney General,,SCATTERING,,county,Muscatine,78,False
Attorney General,,TOTAL,,county,Muscatine,12438,False
Attorney General,,TOM MILLER,Democrat,county,O'Brien,2571,False
Attorney General,,OVER VOTES,,county,O'Brien,0,False
Attorney General,,UNDER VOTES,,county,O'Brien,2622,False
Attorney General,,SCATTERING,,county,O'Brien,16,False
Attorney General,,TOTAL,,county,O'Brien,5209,False
Attorney General,,TOM MILLER,Democrat,county,Osceola,1274,False
Attorney General,,OVER VOTES,,county,Osceola,0,False
Attorney General,,UNDER VOTES,,county,Osceola,0,False
Attorney General,,SCATTERING,,county,Osceola,4,False
Attorney General,,TOTAL,,county,Osceola,1278,False
Attorney General,,TOM MILLER,Democrat,county,Page,2805,False
Attorney General,,OVER VOTES,,county,Page,0,False
Attorney General,,UNDER VOTES,,county,Page,0,False
Attorney General,,SCATTERING,,county,Page,22,False
Attorney General,,TOTAL,,county,Page,2827,False
Attorney General,,TOM MILLER,Democrat,county,Palo Alto,2653,False
Attorney General,,OVER VOTES,,county,Palo Alto,0,False
Attorney General,,UNDER VOTES,,county,Palo Alto,1161,False
Attorney General,,SCATTERING,,county,Palo Alto,8,False
Attorney General,,TOTAL,,county,Palo Alto,3822,False
Attorney General,,TOM MILLER,Democrat,county,Plymouth,4786,False
Attorney General,,OVER VOTES,,county,Plymouth,0,False
Attorney General,,UNDER VOTES,,county,Plymouth,0,False
Attorney General,,SCATTERING,,county,Plymouth,17,False
Attorney General,,TOTAL,,county,Plymouth,4803,False
Attorney General,,TOM MILLER,Democrat,county,Pocahontas,2065,False
Attorney General,,OVER VOTES,,county,Pocahontas,0,False
