office,candidate,party,county,votes
President/Vice President,Bush / Quayle,Republican,WAPELLO,5350
President/Vice President,Winn / Porster,Workers League,WAPELLO,3
President/Vice President,La Rouche / Freeman,Nominated by Petition,WAPELLO,90
President/Vice President,Fulani / Dattner,New Alliance,WAPELLO,3
President/Vice President,Warren / Mickells,Socialist Workers,WAPELLO,3
President/Vice President,Paul / Marrou,Libertarian,WAPELLO,24
President/Vice President,Dukakis / Bentson,Democratic,WAPELLO,10177
President/Vice President,Scattering,,WAPELLO,4
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WARREN,2
President/Vice President,Duke / Parker,Patriotic Party,WARREN,7
President/Vice President,Bush / Quayle,Republican,WARREN,6424
President/Vice President,Winn / Porster,Workers League,WARREN,4
President/Vice President,La Rouche / Freeman,Nominated by Petition,WARREN,30
President/Vice President,Fulani / Dattner,New Alliance,WARREN,8
President/Vice President,Warren / Mickells,Socialist Workers,WARREN,3
President/Vice President,Paul / Marrou,Libertarian,WARREN,14
President/Vice President,Dukakis / Bentson,Democratic,WARREN,9627
President/Vice President,Scattering,,WARREN,12
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WASHINGTON,2
President/Vice President,Duke / Parker,Patriotic Party,WASHINGTON,9
President/Vice President,Bush / Quayle,Republican,WASHINGTON,3741
President/Vice President,Winn / Porster,Workers League,WASHINGTON,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,WASHINGTON,49
President/Vice President,Fulani / Dattner,New Alliance,WASHINGTON,3
President/Vice President,Warren / Mickells,Socialist Workers,WASHINGTON,2
President/Vice President,Paul / Marrou,Libertarian,WASHINGTON,28
President/Vice President,Dukakis / Bentson,Democratic,WASHINGTON,3776
President/Vice President,Scattering,,WASHINGTON,6
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WAYNE,1
President/Vice President,Duke / Parker,Patriotic Party,WAYNE,1
President/Vice President,Bush / Quayle,Republican,WAYNE,1467
President/Vice President,Winn / Porster,Workers League,WAYNE,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,WAYNE,6
President/Vice President,Fulani / Dattner,New Alliance,WAYNE,0
President/Vice President,Warren / Mickells,Socialist Workers,WAYNE,0
President/Vice President,Paul / Marrou,Libertarian,WAYNE,0
President/Vice President,Dukakis / Bentson,Democratic,WAYNE,1988
President/Vice President,Scattering,,WAYNE,14
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WEBSTER,2
President/Vice President,Duke / Parker,Patriotic Party,WEBSTER,9
President/Vice President,Bush / Quayle,Republican,WEBSTER,6926
President/Vice President,Winn / Porster,Workers League,WEBSTER,2
President/Vice President,La Rouche / Freeman,Nominated by Petition,WEBSTER,121
President/Vice President,Fulani / Dattner,New Alliance,WEBSTER,10
President/Vice President,Warren / Mickells,Socialist Workers,WEBSTER,0
President/Vice President,Paul / Marrou,Libertarian,WEBSTER,26
President/Vice President,Dukakis / Bentson,Democratic,WEBSTER,10267
President/Vice President,Scattering,,WEBSTER,30
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WINNEBAGO,0
President/Vice President,Duke / Parker,Patriotic Party,WINNEBAGO,4
President/Vice President,Bush / Quayle,Republican,WINNEBAGO,2863
President/Vice President,Winn / Porster,Workers League,WINNEBAGO,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,WINNEBAGO,11
President/Vice President,Fulani / Dattner,New Alliance,WINNEBAGO,3
President/Vice President,Warren / Mickells,Socialist Workers,WINNEBAGO,0
President/Vice President,Paul / Marrou,Libertarian,WINNEBAGO,7
President/Vice President,Dukakis / Bentson,Democratic,WINNEBAGO,2804
President/Vice President,Scattering,,WINNEBAGO,10
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WINNESHIEK,4
President/Vice President,Duke / Parker,Patriotic Party,WINNESHIEK,7
President/Vice President,Bush / Quayle,Republican,WINNESHIEK,4194
President/Vice President,Winn / Porster,Workers League,WINNESHIEK,5
President/Vice President,La Rouche / Freeman,Nominated by Petition,WINNESHIEK,28
President/Vice President,Fulani / Dattner,New Alliance,WINNESHIEK,9
President/Vice President,Warren / Mickells,Socialist Workers,WINNESHIEK,7
President/Vice President,Paul / Marrou,Libertarian,WINNESHIEK,25
President/Vice President,Dukakis / Bentson,Democratic,WINNESHIEK,4443
President/Vice President,Scattering,,WINNESHIEK,3
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WOODBURY,11
President/Vice President,Duke / Parker,Patriotic Party,WOODBURY,20
President/Vice President,Bush / Quayle,Republican,WOODBURY,18790
President/Vice President,Winn / Porster,Workers League,WOODBURY,5
President/Vice President,La Rouche / Freeman,Nominated by Petition,WOODBURY,136
President/Vice President,Fulani / Dattner,New Alliance,WOODBURY,20
President/Vice President,Warren / Mickells,Socialist Workers,WOODBURY,5
President/Vice President,Paul / Marrou,Libertarian,WOODBURY,56
President/Vice President,Dukakis / Bentson,Democratic,WOODBURY,20153
President/Vice President,Scattering,,WOODBURY,29
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WORTH,0
President/Vice President,Duke / Parker,Patriotic Party,WORTH,2
President/Vice President,Bush / Quayle,Republican,WORTH,1488
President/Vice President,Winn / Porster,Workers League,WORTH,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,WORTH,3
President/Vice President,Fulani / Dattner,New Alliance,WORTH,2
President/Vice President,Warren / Mickells,Socialist Workers,WORTH,1
President/Vice President,Paul / Marrou,Libertarian,WORTH,9
President/Vice President,Dukakis / Bentson,Democratic,WORTH,2440
President/Vice President,Scattering,,WORTH,37
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WRIGHT,2
President/Vice President,Duke / Parker,Patriotic Party,WRIGHT,2
President/Vice President,Bush / Quayle,Republican,WRIGHT,2658
President/Vice President,Winn / Porster,Workers League,WRIGHT,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,WRIGHT,8
President/Vice President,Fulani / Dattner,New Alliance,WRIGHT,2
President/Vice President,Warren / Mickells,Socialist Workers,WRIGHT,0
President/Vice President,Paul / Marrou,Libertarian,WRIGHT,21
President/Vice President,Dukakis / Bentson,Democratic,WRIGHT,3353
President/Vice President,Scattering,,WRIGHT,7
