office,candidate,party,county,votes
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Sioux,1
President/Vice President,Gary Johnson,Libertarian,Sioux,76
President/Vice President,Jill Stein,Iowa Green Party,Sioux,14
President/Vice President,Virgil Goode,Constitution,Sioux,45
President/Vice President,Barack Obama,Democratic,Sioux,2700
President/Vice President,Mitt Romney,Republican,Sioux,14407
President/Vice President,Total,,Tama,9067
President/Vice President,Over Votes,,Tama,10
President/Vice President,Under Votes,,Tama,40
President/Vice President,Write-In,,Tama,51
President/Vice President,Jerry Litzel,Nominated by Petition,Tama,9
President/Vice President,James Harris,Socialist Workers Party,Tama,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Tama,2
President/Vice President,Gary Johnson,Libertarian,Tama,45
President/Vice President,Jill Stein,Iowa Green Party,Tama,19
President/Vice President,Virgil Goode,Constitution,Tama,23
President/Vice President,Barack Obama,Democratic,Tama,4768
President/Vice President,Mitt Romney,Republican,Tama,4098
President/Vice President,Total,,Taylor,3019
President/Vice President,Over Votes,,Taylor,3
President/Vice President,Under Votes,,Taylor,21
President/Vice President,Write-In,,Taylor,13
President/Vice President,Jerry Litzel,Nominated by Petition,Taylor,2
President/Vice President,James Harris,Socialist Workers Party,Taylor,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Taylor,0
President/Vice President,Gary Johnson,Libertarian,Taylor,19
President/Vice President,Jill Stein,Iowa Green Party,Taylor,4
President/Vice President,Virgil Goode,Constitution,Taylor,10
President/Vice President,Barack Obama,Democratic,Taylor,1262
President/Vice President,Mitt Romney,Republican,Taylor,1683
President/Vice President,Total,,Union,5982
President/Vice President,Over Votes,,Union,0
President/Vice President,Under Votes,,Union,25
President/Vice President,Write-In,,Union,30
President/Vice President,Jerry Litzel,Nominated by Petition,Union,5
President/Vice President,James Harris,Socialist Workers Party,Union,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Union,1
President/Vice President,Gary Johnson,Libertarian,Union,37
President/Vice President,Jill Stein,Iowa Green Party,Union,10
President/Vice President,Virgil Goode,Constitution,Union,13
President/Vice President,Barack Obama,Democratic,Union,3043
President/Vice President,Mitt Romney,Republican,Union,2813
President/Vice President,Total,,Van Buren,3599
President/Vice President,Over Votes,,Van Buren,5
President/Vice President,Under Votes,,Van Buren,25
President/Vice President,Write-In,,Van Buren,19
President/Vice President,Jerry Litzel,Nominated by Petition,Van Buren,8
President/Vice President,James Harris,Socialist Workers Party,Van Buren,0
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Van Buren,0
President/Vice President,Gary Johnson,Libertarian,Van Buren,35
President/Vice President,Jill Stein,Iowa Green Party,Van Buren,19
President/Vice President,Virgil Goode,Constitution,Van Buren,22
President/Vice President,Barack Obama,Democratic,Van Buren,1402
President/Vice President,Mitt Romney,Republican,Van Buren,2064
President/Vice President,Total,,Wapello,15837
President/Vice President,Over Votes,,Wapello,27
President/Vice President,Under Votes,,Wapello,40
President/Vice President,Write-In,,Wapello,81
President/Vice President,Jerry Litzel,Nominated by Petition,Wapello,10
President/Vice President,James Harris,Socialist Workers Party,Wapello,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Wapello,5
President/Vice President,Gary Johnson,Libertarian,Wapello,110
President/Vice President,Jill Stein,Iowa Green Party,Wapello,38
President/Vice President,Virgil Goode,Constitution,Wapello,69
President/Vice President,Barack Obama,Democratic,Wapello,8663
President/Vice President,Mitt Romney,Republican,Wapello,6789
President/Vice President,Total,,Warren,26184
President/Vice President,Over Votes,,Warren,28
President/Vice President,Under Votes,,Warren,84
President/Vice President,Write-In,,Warren,145
President/Vice President,Jerry Litzel,Nominated by Petition,Warren,22
President/Vice President,James Harris,Socialist Workers Party,Warren,8
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Warren,6
President/Vice President,Gary Johnson,Libertarian,Warren,188
President/Vice President,Jill Stein,Iowa Green Party,Warren,49
President/Vice President,Virgil Goode,Constitution,Warren,51
President/Vice President,Barack Obama,Democratic,Warren,12551
President/Vice President,Mitt Romney,Republican,Warren,13052
President/Vice President,Total,,Washington,11072
President/Vice President,Over Votes,,Washington,40
President/Vice President,Under Votes,,Washington,28
President/Vice President,Write-In,,Washington,66
President/Vice President,Jerry Litzel,Nominated by Petition,Washington,12
President/Vice President,James Harris,Socialist Workers Party,Washington,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Washington,1
President/Vice President,Gary Johnson,Libertarian,Washington,103
President/Vice President,Jill Stein,Iowa Green Party,Washington,115
President/Vice President,Virgil Goode,Constitution,Washington,25
President/Vice President,Barack Obama,Democratic,Washington,5115
President/Vice President,Mitt Romney,Republican,Washington,5562
President/Vice President,Total,,Wayne,2915
President/Vice President,Over Votes,,Wayne,0
President/Vice President,Under Votes,,Wayne,15
President/Vice President,Write-In,,Wayne,14
President/Vice President,Jerry Litzel,Nominated by Petition,Wayne,6
President/Vice President,James Harris,Socialist Workers Party,Wayne,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Wayne,2
President/Vice President,Gary Johnson,Libertarian,Wayne,21
President/Vice President,Jill Stein,Iowa Green Party,Wayne,8
President/Vice President,Virgil Goode,Constitution,Wayne,13
President/Vice President,Barack Obama,Democratic,Wayne,1251
President/Vice President,Mitt Romney,Republican,Wayne,1583
President/Vice President,Total,,Webster,18393
President/Vice President,Over Votes,,Webster,26
President/Vice President,Under Votes,,Webster,75
President/Vice President,Write-In,,Webster,78
President/Vice President,Jerry Litzel,Nominated by Petition,Webster,20
President/Vice President,James Harris,Socialist Workers Party,Webster,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Webster,5
President/Vice President,Gary Johnson,Libertarian,Webster,92
President/Vice President,Jill Stein,Iowa Green Party,Webster,43
President/Vice President,Virgil Goode,Constitution,Webster,44
President/Vice President,Barack Obama,Democratic,Webster,9537
President/Vice President,Mitt Romney,Republican,Webster,8469
President/Vice President,Total,,Winnebago,5954
President/Vice President,Over Votes,,Winnebago,7
President/Vice President,Under Votes,,Winnebago,29
President/Vice President,Write-In,,Winnebago,23
President/Vice President,Jerry Litzel,Nominated by Petition,Winnebago,5
President/Vice President,James Harris,Socialist Workers Party,Winnebago,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Winnebago,1
President/Vice President,Gary Johnson,Libertarian,Winnebago,37
President/Vice President,Jill Stein,Iowa Green Party,Winnebago,23
President/Vice President,Virgil Goode,Constitution,Winnebago,16
President/Vice President,Barack Obama,Democratic,Winnebago,2903
President/Vice President,Mitt Romney,Republican,Winnebago,2906
President/Vice President,Total,,Winneshiek,11158
President/Vice President,Over Votes,,Winneshiek,22
President/Vice President,Under Votes,,Winneshiek,52
President/Vice President,Write-In,,Winneshiek,52
President/Vice President,Jerry Litzel,Nominated by Petition,Winneshiek,4
President/Vice President,James Harris,Socialist Workers Party,Winneshiek,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Winneshiek,1
President/Vice President,Gary Johnson,Libertarian,Winneshiek,87
President/Vice President,Jill Stein,Iowa Green Party,Winneshiek,40
President/Vice President,Virgil Goode,Constitution,Winneshiek,18
President/Vice President,Barack Obama,Democratic,Winneshiek,6256
President/Vice President,Mitt Romney,Republican,Winneshiek,4622
President/Vice President,Total,,Worth,4201
President/Vice President,Over Votes,,Worth,1
President/Vice President,Under Votes,,Worth,28
President/Vice President,Write-In,,Worth,21
President/Vice President,Jerry Litzel,Nominated by Petition,Worth,4
President/Vice President,James Harris,Socialist Workers Party,Worth,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Worth,1
President/Vice President,Gary Johnson,Libertarian,Worth,28
President/Vice President,Jill Stein,Iowa Green Party,Worth,7
President/Vice President,Virgil Goode,Constitution,Worth,12
President/Vice President,Barack Obama,Democratic,Worth,2350
President/Vice President,Mitt Romney,Republican,Worth,1744
President/Vice President,Total,,Wright,6305
President/Vice President,Over Votes,,Wright,11
President/Vice President,Under Votes,,Wright,16
President/Vice President,Write-In,,Wright,22
President/Vice President,Jerry Litzel,Nominated by Petition,Wright,9
President/Vice President,James Harris,Socialist Workers Party,Wright,0
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Wright,1
President/Vice President,Gary Johnson,Libertarian,Wright,37
President/Vice President,Jill Stein,Iowa Green Party,Wright,14
President/Vice President,Virgil Goode,Constitution,Wright,10
President/Vice President,Barack Obama,Democratic,Wright,2836
President/Vice President,Mitt Romney,Republican,Wright,3349
