county,precinct,office,district,candidate,party,votes,absentee,election_day
Johnson,MD/NL.ANX,Governor,,Rick Stewart and Marco Battaglia,LIB,3,1,2
Johnson,NL01,Governor,,Rick Stewart and Marco Battaglia,LIB,34,5,29
Johnson,NL02,Governor,,Rick Stewart and Marco Battaglia,LIB,20,3,17
Johnson,NL03,Governor,,Rick Stewart and Marco Battaglia,LIB,21,2,19
Johnson,NL04,Governor,,Rick Stewart and Marco Battaglia,LIB,27,6,21
Johnson,NL05,Governor,,Rick Stewart and Marco Battaglia,LIB,36,8,28
Johnson,NL06,Governor,,Rick Stewart and Marco Battaglia,LIB,28,1,27
Johnson,NL07/MD.85,Governor,,Rick Stewart and Marco Battaglia,LIB,26,8,18
Johnson,NL08,Governor,,Rick Stewart and Marco Battaglia,LIB,26,5,21
Johnson,NP,Governor,,Rick Stewart and Marco Battaglia,LIB,23,7,16
Johnson,OX/OC,Governor,,Rick Stewart and Marco Battaglia,LIB,32,4,28
Johnson,PN/CV.ANX,Governor,,Rick Stewart and Marco Battaglia,LIB,33,8,25
Johnson,SC/WB/IC.ANX,Governor,,Rick Stewart and Marco Battaglia,LIB,19,6,13
Johnson,SN,Governor,,Rick Stewart and Marco Battaglia,LIB,2,0,2
Johnson,SO/BG.85,Governor,,Rick Stewart and Marco Battaglia,LIB,32,3,29
Johnson,TF01/CC,Governor,,Rick Stewart and Marco Battaglia,LIB,33,11,22
Johnson,TF02,Governor,,Rick Stewart and Marco Battaglia,LIB,33,4,29
Johnson,UH,Governor,,Rick Stewart and Marco Battaglia,LIB,6,2,4
Johnson,UN,Governor,,Rick Stewart and Marco Battaglia,LIB,10,1,9
Johnson,WL,Governor,,Rick Stewart and Marco Battaglia,LIB,7,5,2
Johnson,WS,Governor,,Rick Stewart and Marco Battaglia,LIB,11,2,9
Johnson,BG/SO.ANX,Governor,,Write-in,,2,1,1
Johnson,CE,Governor,,Write-in,,0,0,0
Johnson,CV01,Governor,,Write-in,,0,0,0
Johnson,CV02,Governor,,Write-in,,1,1,0
Johnson,CV09,Governor,,Write-in,,0,0,0
Johnson,CV03,Governor,,Write-in,,0,0,0
Johnson,CV04,Governor,,Write-in,,0,0,0
Johnson,CV05,Governor,,Write-in,,3,2,1
Johnson,CV06,Governor,,Write-in,,1,1,0
Johnson,CV07,Governor,,Write-in,,0,0,0
Johnson,CV08,Governor,,Write-in,,0,0,0
Johnson,FR/LN/LT,Governor,,Write-in,,0,0,0
Johnson,GR,Governor,,Write-in,,0,0,0
Johnson,HD,Governor,,Write-in,,0,0,0
Johnson,HS/LB/PV,Governor,,Write-in,,0,0,0
Johnson,IC01,Governor,,Write-in,,0,0,0
Johnson,IC02,Governor,,Write-in,,0,0,0
Johnson,IC03,Governor,,Write-in,,1,0,1
Johnson,IC04,Governor,,Write-in,,0,0,0
Johnson,IC05,Governor,,Write-in,,0,0,0
Johnson,IC06,Governor,,Write-in,,1,0,1
Johnson,IC07,Governor,,Write-in,,1,1,0
Johnson,IC08,Governor,,Write-in,,0,0,0
Johnson,IC09,Governor,,Write-in,,0,0,0
Johnson,IC10/ELSW,Governor,,Write-in,,0,0,0
Johnson,IC11,Governor,,Write-in,,0,0,0
Johnson,IC12,Governor,,Write-in,,0,0,0
Johnson,IC13,Governor,,Write-in,,1,1,0
Johnson,IC14,Governor,,Write-in,,0,0,0
Johnson,IC15/ELSE,Governor,,Write-in,,0,0,0
Johnson,IC16/SC.90,Governor,,Write-in,,0,0,0
Johnson,IC17,Governor,,Write-in,,1,0,1
Johnson,IC18,Governor,,Write-in,,0,0,0
Johnson,IC19,Governor,,Write-in,,0,0,0
Johnson,IC20,Governor,,Write-in,,0,0,0
Johnson,IC21,Governor,,Write-in,,0,0,0
Johnson,IC22/ELN,Governor,,Write-in,,1,1,0
Johnson,IC23,Governor,,Write-in,,2,0,2
Johnson,IC24,Governor,,Write-in,,0,0,0
Johnson,IC25,Governor,,Write-in,,4,1,3
Johnson,IC26,Governor,,Write-in,,2,2,0
Johnson,IC27,Governor,,Write-in,,1,0,1
Johnson,JE/SH,Governor,,Write-in,,0,0,0
Johnson,JW/MN/SW,Governor,,Write-in,,0,0,0
Johnson,MD/NL.ANX,Governor,,Write-in,,1,0,1
Johnson,NL01,Governor,,Write-in,,1,0,1
Johnson,NL02,Governor,,Write-in,,0,0,0
Johnson,NL03,Governor,,Write-in,,1,0,1
Johnson,NL04,Governor,,Write-in,,0,0,0
Johnson,NL05,Governor,,Write-in,,3,0,3
Johnson,NL06,Governor,,Write-in,,2,1,1
Johnson,NL07/MD.85,Governor,,Write-in,,0,0,0
Johnson,NL08,Governor,,Write-in,,0,0,0
Johnson,NP,Governor,,Write-in,,1,0,1
Johnson,OX/OC,Governor,,Write-in,,0,0,0
Johnson,PN/CV.ANX,Governor,,Write-in,,2,1,1
Johnson,SC/WB/IC.ANX,Governor,,Write-in,,0,0,0
Johnson,SN,Governor,,Write-in,,0,0,0
Johnson,SO/BG.85,Governor,,Write-in,,0,0,0
Johnson,TF01/CC,Governor,,Write-in,,1,0,1
Johnson,TF02,Governor,,Write-in,,1,0,1
Johnson,UH,Governor,,Write-in,,1,0,1
Johnson,UN,Governor,,Write-in,,0,0,0
Johnson,WL,Governor,,Write-in,,0,0,0
Johnson,WS,Governor,,Write-in,,0,0,0
Johnson,BG/SO.ANX,Secretary of State,,Paul D. Pate,REP,604,100,504
Johnson,CE,Secretary of State,,Paul D. Pate,REP,211,18,193
Johnson,CV01,Secretary of State,,Paul D. Pate,REP,161,27,134
Johnson,CV02,Secretary of State,,Paul D. Pate,REP,510,179,331
Johnson,CV09,Secretary of State,,Paul D. Pate,REP,27,5,22
Johnson,CV03,Secretary of State,,Paul D. Pate,REP,310,83,227
Johnson,CV04,Secretary of State,,Paul D. Pate,REP,222,73,149
Johnson,CV05,Secretary of State,,Paul D. Pate,REP,180,60,120
Johnson,CV06,Secretary of State,,Paul D. Pate,REP,561,195,366
Johnson,CV07,Secretary of State,,Paul D. Pate,REP,382,90,292
Johnson,CV08,Secretary of State,,Paul D. Pate,REP,123,47,76
Johnson,FR/LN/LT,Secretary of State,,Paul D. Pate,REP,506,63,443
Johnson,GR,Secretary of State,,Paul D. Pate,REP,131,25,106
Johnson,HD,Secretary of State,,Paul D. Pate,REP,172,17,155
Johnson,HS/LB/PV,Secretary of State,,Paul D. Pate,REP,374,60,314
Johnson,IC01,Secretary of State,,Paul D. Pate,REP,444,165,279
Johnson,IC02,Secretary of State,,Paul D. Pate,REP,340,160,180
Johnson,IC03,Secretary of State,,Paul D. Pate,REP,157,15,142
Johnson,IC04,Secretary of State,,Paul D. Pate,REP,226,97,129
Johnson,IC05,Secretary of State,,Paul D. Pate,REP,144,4,140
Johnson,IC06,Secretary of State,,Paul D. Pate,REP,355,153,202
Johnson,IC07,Secretary of State,,Paul D. Pate,REP,176,63,113
Johnson,IC08,Secretary of State,,Paul D. Pate,REP,367,107,260
Johnson,IC09,Secretary of State,,Paul D. Pate,REP,239,90,149
Johnson,IC10/ELSW,Secretary of State,,Paul D. Pate,REP,242,80,162
Johnson,IC11,Secretary of State,,Paul D. Pate,REP,156,28,128
Johnson,IC12,Secretary of State,,Paul D. Pate,REP,206,71,135
Johnson,IC13,Secretary of State,,Paul D. Pate,REP,173,53,120
Johnson,IC14,Secretary of State,,Paul D. Pate,REP,196,72,124
Johnson,IC15/ELSE,Secretary of State,,Paul D. Pate,REP,176,90,86
Johnson,IC16/SC.90,Secretary of State,,Paul D. Pate,REP,414,148,266
Johnson,IC17,Secretary of State,,Paul D. Pate,REP,294,106,188
Johnson,IC18,Secretary of State,,Paul D. Pate,REP,114,36,78
Johnson,IC19,Secretary of State,,Paul D. Pate,REP,124,10,114
Johnson,IC20,Secretary of State,,Paul D. Pate,REP,138,20,118
Johnson,IC21,Secretary of State,,Paul D. Pate,REP,133,32,101
Johnson,IC22/ELN,Secretary of State,,Paul D. Pate,REP,284,109,175
Johnson,IC23,Secretary of State,,Paul D. Pate,REP,364,159,205
Johnson,IC24,Secretary of State,,Paul D. Pate,REP,432,139,293
Johnson,IC25,Secretary of State,,Paul D. Pate,REP,139,41,98
Johnson,IC26,Secretary of State,,Paul D. Pate,REP,244,97,147
Johnson,IC27,Secretary of State,,Paul D. Pate,REP,156,78,78
Johnson,JE/SH,Secretary of State,,Paul D. Pate,REP,848,112,736
Johnson,JW/MN/SW,Secretary of State,,Paul D. Pate,REP,733,125,608
Johnson,MD/NL.ANX,Secretary of State,,Paul D. Pate,REP,145,34,111
Johnson,NL01,Secretary of State,,Paul D. Pate,REP,420,72,348
Johnson,NL02,Secretary of State,,Paul D. Pate,REP,435,118,317
Johnson,NL03,Secretary of State,,Paul D. Pate,REP,482,104,378
Johnson,NL04,Secretary of State,,Paul D. Pate,REP,283,70,213
Johnson,NL05,Secretary of State,,Paul D. Pate,REP,313,74,239
Johnson,NL06,Secretary of State,,Paul D. Pate,REP,344,70,274
Johnson,NL07/MD.85,Secretary of State,,Paul D. Pate,REP,448,148,300
Johnson,NL08,Secretary of State,,Paul D. Pate,REP,329,83,246
Johnson,NP,Secretary of State,,Paul D. Pate,REP,683,171,512
Johnson,OX/OC,Secretary of State,,Paul D. Pate,REP,361,39,322
Johnson,PN/CV.ANX,Secretary of State,,Paul D. Pate,REP,638,211,427
Johnson,SC/WB/IC.ANX,Secretary of State,,Paul D. Pate,REP,312,94,218
Johnson,SN,Secretary of State,,Paul D. Pate,REP,212,29,183
Johnson,SO/BG.85,Secretary of State,,Paul D. Pate,REP,730,102,628
Johnson,TF01/CC,Secretary of State,,Paul D. Pate,REP,578,103,475
Johnson,TF02,Secretary of State,,Paul D. Pate,REP,449,78,371
Johnson,UH,Secretary of State,,Paul D. Pate,REP,140,43,97
Johnson,UN,Secretary of State,,Paul D. Pate,REP,191,52,139
Johnson,WL,Secretary of State,,Paul D. Pate,REP,179,54,125
Johnson,WS,Secretary of State,,Paul D. Pate,REP,292,37,255
Johnson,BG/SO.ANX,Secretary of State,,Joel Miller,DEM,426,184,242
Johnson,CE,Secretary of State,,Joel Miller,DEM,139,56,83
Johnson,CV01,Secretary of State,,Joel Miller,DEM,603,173,430
Johnson,CV02,Secretary of State,,Joel Miller,DEM,974,514,460
Johnson,CV09,Secretary of State,,Joel Miller,DEM,16,7,9
Johnson,CV03,Secretary of State,,Joel Miller,DEM,623,275,348
Johnson,CV04,Secretary of State,,Joel Miller,DEM,713,335,378
Johnson,CV05,Secretary of State,,Joel Miller,DEM,592,284,308
Johnson,CV06,Secretary of State,,Joel Miller,DEM,1117,613,504
Johnson,CV07,Secretary of State,,Joel Miller,DEM,935,428,507
Johnson,CV08,Secretary of State,,Joel Miller,DEM,489,216,273
Johnson,FR/LN/LT,Secretary of State,,Joel Miller,DEM,360,108,252
Johnson,GR,Secretary of State,,Joel Miller,DEM,150,61,89
Johnson,HD,Secretary of State,,Joel Miller,DEM,124,29,95
Johnson,HS/LB/PV,Secretary of State,,Joel Miller,DEM,361,126,235
Johnson,IC01,Secretary of State,,Joel Miller,DEM,1205,639,566
Johnson,IC02,Secretary of State,,Joel Miller,DEM,1043,660,383
Johnson,IC03,Secretary of State,,Joel Miller,DEM,477,120,357
Johnson,IC04,Secretary of State,,Joel Miller,DEM,1095,587,508
Johnson,IC05,Secretary of State,,Joel Miller,DEM,537,87,450
Johnson,IC06,Secretary of State,,Joel Miller,DEM,1118,630,488
Johnson,IC07,Secretary of State,,Joel Miller,DEM,502,276,226
Johnson,IC08,Secretary of State,,Joel Miller,DEM,821,408,413
Johnson,IC09,Secretary of State,,Joel Miller,DEM,887,509,378
Johnson,IC10/ELSW,Secretary of State,,Joel Miller,DEM,596,288,308
Johnson,IC11,Secretary of State,,Joel Miller,DEM,618,201,417
Johnson,IC12,Secretary of State,,Joel Miller,DEM,655,300,355
Johnson,IC13,Secretary of State,,Joel Miller,DEM,721,312,409
Johnson,IC14,Secretary of State,,Joel Miller,DEM,1092,666,426
Johnson,IC15/ELSE,Secretary of State,,Joel Miller,DEM,525,288,237
Johnson,IC16/SC.90,Secretary of State,,Joel Miller,DEM,1181,669,512
Johnson,IC17,Secretary of State,,Joel Miller,DEM,1412,790,622
Johnson,IC18,Secretary of State,,Joel Miller,DEM,1104,545,559
Johnson,IC19,Secretary of State,,Joel Miller,DEM,544,124,420
Johnson,IC20,Secretary of State,,Joel Miller,DEM,856,296,560
Johnson,IC21,Secretary of State,,Joel Miller,DEM,868,295,573
Johnson,IC22/ELN,Secretary of State,,Joel Miller,DEM,978,542,436
Johnson,IC23,Secretary of State,,Joel Miller,DEM,1216,735,481
Johnson,IC24,Secretary of State,,Joel Miller,DEM,1023,508,515
Johnson,IC25,Secretary of State,,Joel Miller,DEM,913,434,479
Johnson,IC26,Secretary of State,,Joel Miller,DEM,625,355,270
Johnson,IC27,Secretary of State,,Joel Miller,DEM,411,233,178
Johnson,JE/SH,Secretary of State,,Joel Miller,DEM,567,184,383
Johnson,JW/MN/SW,Secretary of State,,Joel Miller,DEM,503,202,301
Johnson,MD/NL.ANX,Secretary of State,,Joel Miller,DEM,121,61,60
Johnson,NL01,Secretary of State,,Joel Miller,DEM,585,210,375
Johnson,NL02,Secretary of State,,Joel Miller,DEM,708,322,386
Johnson,NL03,Secretary of State,,Joel Miller,DEM,701,283,418
Johnson,NL04,Secretary of State,,Joel Miller,DEM,628,259,369
Johnson,NL05,Secretary of State,,Joel Miller,DEM,630,268,362
Johnson,NL06,Secretary of State,,Joel Miller,DEM,543,190,353
Johnson,NL07/MD.85,Secretary of State,,Joel Miller,DEM,678,313,365
Johnson,NL08,Secretary of State,,Joel Miller,DEM,616,250,366
Johnson,NP,Secretary of State,,Joel Miller,DEM,771,387,384
Johnson,OX/OC,Secretary of State,,Joel Miller,DEM,295,86,209
Johnson,PN/CV.ANX,Secretary of State,,Joel Miller,DEM,980,580,400
Johnson,SC/WB/IC.ANX,Secretary of State,,Joel Miller,DEM,403,233,170
Johnson,SN,Secretary of State,,Joel Miller,DEM,93,37,56
Johnson,SO/BG.85,Secretary of State,,Joel Miller,DEM,592,181,411
Johnson,TF01/CC,Secretary of State,,Joel Miller,DEM,700,284,416
Johnson,TF02,Secretary of State,,Joel Miller,DEM,620,236,384
Johnson,UH,Secretary of State,,Joel Miller,DEM,536,226,310
Johnson,UN,Secretary of State,,Joel Miller,DEM,176,87,89
Johnson,WL,Secretary of State,,Joel Miller,DEM,255,128,127
Johnson,WS,Secretary of State,,Joel Miller,DEM,148,64,84
Johnson,BG/SO.ANX,Secretary of State,,Write-in,,1,1,0
Johnson,CE,Secretary of State,,Write-in,,0,0,0
Johnson,CV01,Secretary of State,,Write-in,,0,0,0
Johnson,CV02,Secretary of State,,Write-in,,3,1,2
Johnson,CV09,Secretary of State,,Write-in,,0,0,0
Johnson,CV03,Secretary of State,,Write-in,,1,0,1
Johnson,CV04,Secretary of State,,Write-in,,2,1,1
Johnson,CV05,Secretary of State,,Write-in,,0,0,0
Johnson,CV06,Secretary of State,,Write-in,,0,0,0
Johnson,CV07,Secretary of State,,Write-in,,0,0,0
Johnson,CV08,Secretary of State,,Write-in,,1,0,1
Johnson,FR/LN/LT,Secretary of State,,Write-in,,0,0,0
Johnson,GR,Secretary of State,,Write-in,,0,0,0
Johnson,HD,Secretary of State,,Write-in,,0,0,0
Johnson,HS/LB/PV,Secretary of State,,Write-in,,1,0,1
Johnson,IC01,Secretary of State,,Write-in,,1,1,0
Johnson,IC02,Secretary of State,,Write-in,,0,0,0
Johnson,IC03,Secretary of State,,Write-in,,0,0,0
Johnson,IC04,Secretary of State,,Write-in,,0,0,0
Johnson,IC05,Secretary of State,,Write-in,,1,0,1
Johnson,IC06,Secretary of State,,Write-in,,1,0,1
Johnson,IC07,Secretary of State,,Write-in,,0,0,0
Johnson,IC08,Secretary of State,,Write-in,,1,0,1
Johnson,IC09,Secretary of State,,Write-in,,0,0,0
Johnson,IC10/ELSW,Secretary of State,,Write-in,,0,0,0
Johnson,IC11,Secretary of State,,Write-in,,0,0,0
Johnson,IC12,Secretary of State,,Write-in,,0,0,0
Johnson,IC13,Secretary of State,,Write-in,,1,1,0
Johnson,IC14,Secretary of State,,Write-in,,0,0,0
Johnson,IC15/ELSE,Secretary of State,,Write-in,,0,0,0
Johnson,IC16/SC.90,Secretary of State,,Write-in,,2,0,2
Johnson,IC17,Secretary of State,,Write-in,,1,1,0
Johnson,IC18,Secretary of State,,Write-in,,1,0,1
Johnson,IC19,Secretary of State,,Write-in,,1,0,1
Johnson,IC20,Secretary of State,,Write-in,,0,0,0
Johnson,IC21,Secretary of State,,Write-in,,0,0,0
Johnson,IC22/ELN,Secretary of State,,Write-in,,0,0,0
Johnson,IC23,Secretary of State,,Write-in,,1,0,1
Johnson,IC24,Secretary of State,,Write-in,,0,0,0
Johnson,IC25,Secretary of State,,Write-in,,2,0,2
Johnson,IC26,Secretary of State,,Write-in,,2,1,1
Johnson,IC27,Secretary of State,,Write-in,,0,0,0
Johnson,JE/SH,Secretary of State,,Write-in,,0,0,0
Johnson,JW/MN/SW,Secretary of State,,Write-in,,0,0,0
Johnson,MD/NL.ANX,Secretary of State,,Write-in,,0,0,0
Johnson,NL01,Secretary of State,,Write-in,,0,0,0
Johnson,NL02,Secretary of State,,Write-in,,0,0,0
Johnson,NL03,Secretary of State,,Write-in,,0,0,0
Johnson,NL04,Secretary of State,,Write-in,,1,1,0
Johnson,NL05,Secretary of State,,Write-in,,2,1,1
Johnson,NL06,Secretary of State,,Write-in,,2,0,2
Johnson,NL07/MD.85,Secretary of State,,Write-in,,0,0,0
Johnson,NL08,Secretary of State,,Write-in,,1,1,0
Johnson,NP,Secretary of State,,Write-in,,1,0,1
Johnson,OX/OC,Secretary of State,,Write-in,,1,1,0
Johnson,PN/CV.ANX,Secretary of State,,Write-in,,0,0,0
Johnson,SC/WB/IC.ANX,Secretary of State,,Write-in,,0,0,0
Johnson,SN,Secretary of State,,Write-in,,0,0,0
Johnson,SO/BG.85,Secretary of State,,Write-in,,0,0,0
Johnson,TF01/CC,Secretary of State,,Write-in,,1,0,1
Johnson,TF02,Secretary of State,,Write-in,,0,0,0
Johnson,UH,Secretary of State,,Write-in,,0,0,0
Johnson,UN,Secretary of State,,Write-in,,0,0,0
Johnson,WL,Secretary of State,,Write-in,,0,0,0
Johnson,WS,Secretary of State,,Write-in,,0,0,0
Johnson,BG/SO.ANX,Attorney General,,Brenna Bird,REP,513,74,439
Johnson,CE,Attorney General,,Brenna Bird,REP,182,15,167
Johnson,CV01,Attorney General,,Brenna Bird,REP,147,20,127
Johnson,CV02,Attorney General,,Brenna Bird,REP,408,125,283
Johnson,CV09,Attorney General,,Brenna Bird,REP,20,4,16
Johnson,CV03,Attorney General,,Brenna Bird,REP,252,63,189
Johnson,CV04,Attorney General,,Brenna Bird,REP,172,49,123
Johnson,CV05,Attorney General,,Brenna Bird,REP,132,35,97
Johnson,CV06,Attorney General,,Brenna Bird,REP,422,133,289
Johnson,CV07,Attorney General,,Brenna Bird,REP,296,62,234
Johnson,CV08,Attorney General,,Brenna Bird,REP,94,34,60
Johnson,FR/LN/LT,Attorney General,,Brenna Bird,REP,438,37,401
Johnson,GR,Attorney General,,Brenna Bird,REP,103,13,90
Johnson,HD,Attorney General,,Brenna Bird,REP,144,20,124
Johnson,HS/LB/PV,Attorney General,,Brenna Bird,REP,302,38,264
Johnson,IC01,Attorney General,,Brenna Bird,REP,313,90,223
Johnson,IC02,Attorney General,,Brenna Bird,REP,234,97,137
Johnson,IC03,Attorney General,,Brenna Bird,REP,145,10,135
Johnson,IC04,Attorney General,,Brenna Bird,REP,155,58,97
Johnson,IC05,Attorney General,,Brenna Bird,REP,130,2,128
Johnson,IC06,Attorney General,,Brenna Bird,REP,250,93,157
Johnson,IC07,Attorney General,,Brenna Bird,REP,147,51,96
Johnson,IC08,Attorney General,,Brenna Bird,REP,291,78,213
Johnson,IC09,Attorney General,,Brenna Bird,REP,189,67,122
Johnson,IC10/ELSW,Attorney General,,Brenna Bird,REP,208,68,140
Johnson,IC11,Attorney General,,Brenna Bird,REP,144,21,123
Johnson,IC12,Attorney General,,Brenna Bird,REP,165,48,117
Johnson,IC13,Attorney General,,Brenna Bird,REP,142,33,109
Johnson,IC14,Attorney General,,Brenna Bird,REP,160,51,109
Johnson,IC15/ELSE,Attorney General,,Brenna Bird,REP,144,70,74
Johnson,IC16/SC.90,Attorney General,,Brenna Bird,REP,278,81,197
Johnson,IC17,Attorney General,,Brenna Bird,REP,209,63,146
Johnson,IC18,Attorney General,,Brenna Bird,REP,89,24,65
Johnson,IC19,Attorney General,,Brenna Bird,REP,114,10,104
Johnson,IC20,Attorney General,,Brenna Bird,REP,124,15,109
Johnson,IC21,Attorney General,,Brenna Bird,REP,116,21,95
Johnson,IC22/ELN,Attorney General,,Brenna Bird,REP,210,68,142
Johnson,IC23,Attorney General,,Brenna Bird,REP,262,99,163
Johnson,IC24,Attorney General,,Brenna Bird,REP,344,99,245
Johnson,IC25,Attorney General,,Brenna Bird,REP,107,25,82
Johnson,IC26,Attorney General,,Brenna Bird,REP,182,72,110
Johnson,IC27,Attorney General,,Brenna Bird,REP,119,55,64
Johnson,JE/SH,Attorney General,,Brenna Bird,REP,704,82,622
Johnson,JW/MN/SW,Attorney General,,Brenna Bird,REP,613,88,525
Johnson,MD/NL.ANX,Attorney General,,Brenna Bird,REP,130,28,102
Johnson,NL01,Attorney General,,Brenna Bird,REP,349,50,299
Johnson,NL02,Attorney General,,Brenna Bird,REP,352,86,266
Johnson,NL03,Attorney General,,Brenna Bird,REP,391,75,316
Johnson,NL04,Attorney General,,Brenna Bird,REP,228,50,178
Johnson,NL05,Attorney General,,Brenna Bird,REP,251,51,200
Johnson,NL06,Attorney General,,Brenna Bird,REP,284,51,233
Johnson,NL07/MD.85,Attorney General,,Brenna Bird,REP,346,97,249
Johnson,NL08,Attorney General,,Brenna Bird,REP,243,49,194
Johnson,NP,Attorney General,,Brenna Bird,REP,568,126,442
Johnson,OX/OC,Attorney General,,Brenna Bird,REP,286,28,258
Johnson,PN/CV.ANX,Attorney General,,Brenna Bird,REP,501,151,350
Johnson,SC/WB/IC.ANX,Attorney General,,Brenna Bird,REP,243,63,180
Johnson,SN,Attorney General,,Brenna Bird,REP,185,22,163
Johnson,SO/BG.85,Attorney General,,Brenna Bird,REP,623,78,545
Johnson,TF01/CC,Attorney General,,Brenna Bird,REP,484,72,412
Johnson,TF02,Attorney General,,Brenna Bird,REP,389,62,327
Johnson,UH,Attorney General,,Brenna Bird,REP,104,30,74
Johnson,UN,Attorney General,,Brenna Bird,REP,147,43,104
Johnson,WL,Attorney General,,Brenna Bird,REP,140,42,98
Johnson,WS,Attorney General,,Brenna Bird,REP,252,30,222
Johnson,BG/SO.ANX,Attorney General,,Tom Miller,DEM,514,209,305
Johnson,CE,Attorney General,,Tom Miller,DEM,164,57,107
Johnson,CV01,Attorney General,,Tom Miller,DEM,609,180,429
Johnson,CV02,Attorney General,,Tom Miller,DEM,1080,571,509
Johnson,CV09,Attorney General,,Tom Miller,DEM,21,8,13
Johnson,CV03,Attorney General,,Tom Miller,DEM,681,296,385
Johnson,CV04,Attorney General,,Tom Miller,DEM,754,356,398
Johnson,CV05,Attorney General,,Tom Miller,DEM,637,309,328
Johnson,CV06,Attorney General,,Tom Miller,DEM,1252,672,580
Johnson,CV07,Attorney General,,Tom Miller,DEM,1020,450,570
Johnson,CV08,Attorney General,,Tom Miller,DEM,513,228,285
Johnson,FR/LN/LT,Attorney General,,Tom Miller,DEM,420,133,287
Johnson,GR,Attorney General,,Tom Miller,DEM,180,74,106
Johnson,HD,Attorney General,,Tom Miller,DEM,151,26,125
Johnson,HS/LB/PV,Attorney General,,Tom Miller,DEM,425,146,279
Johnson,IC01,Attorney General,,Tom Miller,DEM,1333,713,620
Johnson,IC02,Attorney General,,Tom Miller,DEM,1130,716,414
Johnson,IC03,Attorney General,,Tom Miller,DEM,484,125,359
Johnson,IC04,Attorney General,,Tom Miller,DEM,1170,629,541
Johnson,IC05,Attorney General,,Tom Miller,DEM,548,88,460
Johnson,IC06,Attorney General,,Tom Miller,DEM,1218,687,531
Johnson,IC07,Attorney General,,Tom Miller,DEM,529,290,239
Johnson,IC08,Attorney General,,Tom Miller,DEM,901,441,460
Johnson,IC09,Attorney General,,Tom Miller,DEM,926,523,403
Johnson,IC10/ELSW,Attorney General,,Tom Miller,DEM,622,298,324
Johnson,IC11,Attorney General,,Tom Miller,DEM,620,207,413
Johnson,IC12,Attorney General,,Tom Miller,DEM,693,322,371
Johnson,IC13,Attorney General,,Tom Miller,DEM,752,335,417
Johnson,IC14,Attorney General,,Tom Miller,DEM,1125,683,442
Johnson,IC15/ELSE,Attorney General,,Tom Miller,DEM,553,305,248
Johnson,IC16/SC.90,Attorney General,,Tom Miller,DEM,1314,731,583
Johnson,IC17,Attorney General,,Tom Miller,DEM,1497,833,664
Johnson,IC18,Attorney General,,Tom Miller,DEM,1123,557,566
Johnson,IC19,Attorney General,,Tom Miller,DEM,540,123,417
Johnson,IC20,Attorney General,,Tom Miller,DEM,867,301,566
Johnson,IC21,Attorney General,,Tom Miller,DEM,882,306,576
Johnson,IC22/ELN,Attorney General,,Tom Miller,DEM,1050,587,463
Johnson,IC23,Attorney General,,Tom Miller,DEM,1314,797,517
Johnson,IC24,Attorney General,,Tom Miller,DEM,1110,546,564
Johnson,IC25,Attorney General,,Tom Miller,DEM,943,446,497
Johnson,IC26,Attorney General,,Tom Miller,DEM,685,383,302
Johnson,IC27,Attorney General,,Tom Miller,DEM,446,256,190
Johnson,JE/SH,Attorney General,,Tom Miller,DEM,700,214,486
Johnson,JW/MN/SW,Attorney General,,Tom Miller,DEM,614,237,377
Johnson,MD/NL.ANX,Attorney General,,Tom Miller,DEM,135,67,68
Johnson,NL01,Attorney General,,Tom Miller,DEM,658,236,422
Johnson,NL02,Attorney General,,Tom Miller,DEM,794,351,443
Johnson,NL03,Attorney General,,Tom Miller,DEM,780,309,471
Johnson,NL04,Attorney General,,Tom Miller,DEM,680,280,400
Johnson,NL05,Attorney General,,Tom Miller,DEM,684,292,392
Johnson,NL06,Attorney General,,Tom Miller,DEM,602,211,391
Johnson,NL07/MD.85,Attorney General,,Tom Miller,DEM,773,361,412
Johnson,NL08,Attorney General,,Tom Miller,DEM,702,285,417
Johnson,NP,Attorney General,,Tom Miller,DEM,883,432,451
Johnson,OX/OC,Attorney General,,Tom Miller,DEM,364,98,266
Johnson,PN/CV.ANX,Attorney General,,Tom Miller,DEM,1113,643,470
Johnson,SC/WB/IC.ANX,Attorney General,,Tom Miller,DEM,467,263,204
Johnson,SN,Attorney General,,Tom Miller,DEM,114,44,70
Johnson,SO/BG.85,Attorney General,,Tom Miller,DEM,694,206,488
Johnson,TF01/CC,Attorney General,,Tom Miller,DEM,792,319,473
Johnson,TF02,Attorney General,,Tom Miller,DEM,671,248,423
Johnson,UH,Attorney General,,Tom Miller,DEM,567,238,329
Johnson,UN,Attorney General,,Tom Miller,DEM,217,97,120
Johnson,WL,Attorney General,,Tom Miller,DEM,288,138,150
Johnson,WS,Attorney General,,Tom Miller,DEM,186,69,117
Johnson,BG/SO.ANX,Attorney General,,Write-in,,0,0,0
Johnson,CE,Attorney General,,Write-in,,0,0,0
Johnson,CV01,Attorney General,,Write-in,,1,0,1
Johnson,CV02,Attorney General,,Write-in,,2,1,1
Johnson,CV09,Attorney General,,Write-in,,0,0,0
Johnson,CV03,Attorney General,,Write-in,,3,0,3
Johnson,CV04,Attorney General,,Write-in,,7,3,4
Johnson,CV05,Attorney General,,Write-in,,1,0,1
Johnson,CV06,Attorney General,,Write-in,,0,0,0
Johnson,CV07,Attorney General,,Write-in,,0,0,0
