office,candidate,party,county,votes
President/Vice President,Herer / Grimmer,Grass Roots,WOODBURY,12
President/Vice President,Gritz / Minett,America First,WOODBURY,16
President/Vice President,Bush / Quale,Republican,WOODBURY,18148
President/Vice President,Perot / Stockdale,Nominated by Petition,WOODBURY,7182
President/Vice President,Warren / Rein,Socialist Workers,WOODBURY,4
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WOODBURY,7
President/Vice President,Ehlers / Wendt,Nominated by Petition,WOODBURY,7
President/Vice President,Marrou / Lord,Libertarian,WOODBURY,18
President/Vice President,Clinton / Gore,Democratic,WORTH,2009
President/Vice President,Herer / Grimmer,Grass Roots,WORTH,0
President/Vice President,Gritz / Minett,America First,WORTH,4
President/Vice President,Bush / Quale,Republican,WORTH,1382
President/Vice President,Perot / Stockdale,Nominated by Petition,WORTH,1044
President/Vice President,Warren / Rein,Socialist Workers,WORTH,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WORTH,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,WORTH,1
President/Vice President,Marrou / Lord,Libertarian,WORTH,1
President/Vice President,Clinton / Gore,Democratic,WRIGHT,2776
President/Vice President,Herer / Grimmer,Grass Roots,WRIGHT,3
President/Vice President,Gritz / Minett,America First,WRIGHT,4
President/Vice President,Bush / Quale,Republican,WRIGHT,2708
President/Vice President,Perot / Stockdale,Nominated by Petition,WRIGHT,1151
President/Vice President,Warren / Rein,Socialist Workers,WRIGHT,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WRIGHT,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,WRIGHT,3
President/Vice President,Marrou / Lord,Libertarian,WRIGHT,2
